94360002,Secondary malignant neoplasm of kidney (disorder),,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
94360002,,,,2
128462008,Secondary malignant neoplastic disease (disorder),732459015,Preferred,3
128462008,Secondary malignant neoplastic disease,206784011,Preferred,3
128462008,CA - Secondary cancer,474416010,Acceptable,3
128462008,Metastases,474417018,Acceptable,3
128462008,Metastatic cancer,2162156010,Acceptable,3
128462008,Metastatic malignant disease,474421013,Acceptable,3
128462008,Metastatic neoplasm,474418011,Acceptable,3
128462008,Metastatic neoplasm (disease),206783017,Acceptable,3
128462008,Secondaries,474419015,Acceptable,3
128462008,Secondary cancer,474420014,Acceptable,3
128462008,Secondary malignant deposit,474424017,Acceptable,3
128462008,Secondary tumor,474422018,Acceptable,3
128462008,Secondary tumour,474425016,Acceptable,3
128462008,Tumor metastasis,474423011,Acceptable,3
128462008,Tumour metastasis,474426015,Acceptable,3
94579000,Secondary malignant neoplasm of skin (disorder),838551011,Preferred,5
94579000,Secondary malignant neoplasm of skin,156777013,Preferred,5
94579000,Cancer metastatic to skin,3036599016,Acceptable,5
94579000,Cutaneous metastasis,511339010,Acceptable,5
94579000,Dermal metastasis,511338019,Acceptable,5
94579000,Malignant infiltration of skin,511340012,Acceptable,5
94579000,Metastasis to skin,511343014,Acceptable,5
94579000,Metastatic malignant neoplasm to skin,156780014,Acceptable,5
94579000,Secondary cancer of skin,511342016,Acceptable,5
94579000,Skin secondaries,511341011,Acceptable,5
154566002,,,,7
154566002,,,,7
94381002,Secondary malignant neoplasm of liver (disorder),838313010,Preferred,8
94381002,Secondary malignant neoplasm of liver,156291015,Preferred,8
94381002,Cancer metastatic to liver,3036079019,Acceptable,8
94381002,Hepatic metastasis,511278011,Acceptable,8
94381002,Liver secondaries,511276010,Acceptable,8
94381002,Liver secondary cancer,511274013,Acceptable,8
94381002,Metastasis to liver,511275014,Acceptable,8
