123179007,"Malignant, metastatic site (morphologic abnormality)",2709628016,Preferred,0
123179007,"Malignant, metastatic site",190199014,Preferred,0
77879006,Metastatic to (attribute),818757018,Preferred,1
77879006,Metastatic to,129240019,Preferred,1
77879006,MT - metastatic to,2957100012,Acceptable,1
8707003,Metastatic from (attribute),829467016,Preferred,2
8707003,Metastatic from,15362014,Preferred,2
8707003,MF - metastatic from,2957108017,Acceptable,2
128462008,Secondary malignant neoplastic disease (disorder),732459015,Preferred,3
128462008,Secondary malignant neoplastic disease,206784011,Preferred,3
128462008,CA - Secondary cancer,474416010,Acceptable,3
128462008,Metastases,474417018,Acceptable,3
128462008,Metastatic cancer,2162156010,Acceptable,3
128462008,Metastatic malignant disease,474421013,Acceptable,3
128462008,Metastatic neoplasm,474418011,Acceptable,3
128462008,Metastatic neoplasm (disease),206783017,Acceptable,3
128462008,Secondaries,474419015,Acceptable,3
128462008,Secondary cancer,474420014,Acceptable,3
128462008,Secondary malignant deposit,474424017,Acceptable,3
128462008,Secondary tumor,474422018,Acceptable,3
128462008,Secondary tumour,474425016,Acceptable,3
128462008,Tumor metastasis,474423011,Acceptable,3
128462008,Tumour metastasis,474426015,Acceptable,3
14799000,"Neoplasm, metastatic (morphologic abnormality)",741173015,Preferred,4
14799000,"Neoplasm, metastatic",25140016,Preferred,4
14799000,"Neoplasm, secondary",25143019,Acceptable,4
14799000,Tumor embolus,25142012,Acceptable,4
14799000,"Tumor, metastatic",25141017,Acceptable,4
14799000,"Tumor, secondary",25144013,Acceptable,4
14799000,Tumour embolus,25146010,Acceptable,4
14799000,"Tumour, metastatic",25145014,Acceptable,4
14799000,"Tumour, secondary",25147018,Acceptable,4
302818005,Disseminated malignancy (disorder),698968019,Preferred,5
302818005,Disseminated malignancy,444729018,Preferred,5
302818005,CA - Disseminated cancer,444733013,Acceptable,5
302818005,Disseminated cancer,444734019,Acceptable,5
302818005,Generalised cancer,444736017,Acceptable,5
302818005,Generalised malignancy,444735018,Acceptable,5
302818005,Generalized cancer,444730011,Acceptable,5
302818005,Generalized malignancy,444731010,Acceptable,5
302818005,"Malignant neoplasm, disseminated",1227131011,Acceptable,5
302818005,Metastatic cancer,444732015,Acceptable,5
443144000,Metastatic sarcoma (disorder),2835377012,Preferred,6
443144000,Metastatic sarcoma,2839296016,Preferred,6
14799000,"Neoplasm, metastatic (morphologic abnormality)",741173015,Preferred,7
14799000,"Neoplasm, metastatic",25140016,Preferred,7
14799000,"Neoplasm, secondary",25143019,Acceptable,7
14799000,Tumor embolus,25142012,Acceptable,7
14799000,"Tumor, metastatic",25141017,Acceptable,7
14799000,"Tumor, secondary",25144013,Acceptable,7
14799000,Tumour embolus,25146010,Acceptable,7
14799000,"Tumour, metastatic",25145014,Acceptable,7
14799000,"Tumour, secondary",25147018,Acceptable,7
77879006,Metastatic to (attribute),818757018,Preferred,8
77879006,Metastatic to,129240019,Preferred,8
77879006,MT - metastatic to,2957100012,Acceptable,8
372152003,"Sarcoma, metastatic (morphologic abnormality)",1197445019,Preferred,9
372152003,"Sarcoma, metastatic",1210728017,Preferred,9
709195000,Metastatic teratoma (morphologic abnormality),3039105014,Preferred,10
709195000,Metastatic teratoma,3038983014,Preferred,10
128462008,Secondary malignant neoplastic disease (disorder),732459015,Preferred,11
128462008,Secondary malignant neoplastic disease,206784011,Preferred,11
128462008,CA - Secondary cancer,474416010,Acceptable,11
128462008,Metastases,474417018,Acceptable,11
128462008,Metastatic cancer,2162156010,Acceptable,11
128462008,Metastatic malignant disease,474421013,Acceptable,11
128462008,Metastatic neoplasm,474418011,Acceptable,11
128462008,Metastatic neoplasm (disease),206783017,Acceptable,11
128462008,Secondaries,474419015,Acceptable,11
128462008,Secondary cancer,474420014,Acceptable,11
128462008,Secondary malignant deposit,474424017,Acceptable,11
128462008,Secondary tumor,474422018,Acceptable,11
128462008,Secondary tumour,474425016,Acceptable,11
128462008,Tumor metastasis,474423011,Acceptable,11
128462008,Tumour metastasis,474426015,Acceptable,11
708937004,"Seminoma, metastatic (morphologic abnormality)",3037218015,Preferred,12
708937004,Metastatic seminoma,3036938017,Preferred,12
708937004,"Seminoma, metastatic",3037582010,Acceptable,12
8707003,Metastatic from (attribute),829467016,Preferred,13
8707003,Metastatic from,15362014,Preferred,13
8707003,MF - metastatic from,2957108017,Acceptable,13
269624009,(Carcinomatosis) or (disseminated Ca - unspecified site) or (metastatic carcinoma) (disorder),2715706012,Preferred,14
269624009,(Carcinomatosis) or (disseminated Ca - unspecified site) or (metastatic carcinoma),404003014,Preferred,14
269624009,Carcinomatosis,404002016,Acceptable,14
269624009,Dissemin.Ca unsp. site,404000012,Acceptable,14
269624009,Disseminated Ca -unspecif site,403999010,Acceptable,14
269624009,Metastatic carcinoma,404001011,Acceptable,14
708937004,"Seminoma, metastatic (morphologic abnormality)",3037218015,Preferred,15
708937004,Metastatic seminoma,3036938017,Preferred,15
708937004,"Seminoma, metastatic",3037582010,Acceptable,15
110459008,"Malignant lymphoma, metastatic (morphologic abnormality)",622381019,Preferred,16
110459008,"Malignant lymphoma, metastatic",175296018,Preferred,16
110459008,"Lymphoma, metastatic",175297010,Acceptable,16
14799000,"Neoplasm, metastatic (morphologic abnormality)",741173015,Preferred,17
14799000,"Neoplasm, metastatic",25140016,Preferred,17
14799000,"Neoplasm, secondary",25143019,Acceptable,17
14799000,Tumor embolus,25142012,Acceptable,17
14799000,"Tumor, metastatic",25141017,Acceptable,17
14799000,"Tumor, secondary",25144013,Acceptable,17
14799000,Tumour embolus,25146010,Acceptable,17
14799000,"Tumour, metastatic",25145014,Acceptable,17
14799000,"Tumour, secondary",25147018,Acceptable,17
154576004,(Carcinomatosis) or (disseminated Ca - unspecified site) or (metastatic carcinoma) (disorder),2754651013,Preferred,18
154576004,(Carcinomatosis) or (disseminated Ca - unspecified site) or (metastatic carcinoma),240113014,Preferred,18
154576004,Carcinomatosis,240116018,Acceptable,18
154576004,Dissemin.Ca unsp. site,240114015,Acceptable,18
154576004,Disseminated Ca -unspecif site,240115019,Acceptable,18
154576004,Metastatic carcinoma,240117010,Acceptable,18
282405007,M - Metastatic marker (tumor staging),676056013,Preferred,19
282405007,M - Metastatic marker,420712019,Preferred,19
79282002,"Carcinoma, metastatic (morphologic abnormality)",820315010,Preferred,20
79282002,"Carcinoma, metastatic",131542017,Preferred,20
79282002,Secondary carcinoma,131544016,Acceptable,20
79282002,Secondary neoplasm,1234337015,Acceptable,20
189543007,"[M](Neoplasm, metastatic) or (tumour embolus) (disorder)",2750035011,Preferred,21
189543007,"[M](Neoplasm, metastatic) or (tumour embolus)",291315018,Preferred,21
189543007,"[M](Neoplasm, metastatic) or (tumor embolus)",291308014,Acceptable,21
189543007,"[M]Neoplasm, metastatic",291310011,Acceptable,21
189543007,[M]Secondary neoplasm,291309018,Acceptable,21
189543007,[M]Tumor embolism,291313013,Acceptable,21
189543007,[M]Tumor embolus,291314019,Acceptable,21
189543007,[M]Tumour embolism,291312015,Acceptable,21
189543007,[M]Tumour embolus,291311010,Acceptable,21
264860004,Maternofetal metastatic (qualifier value),657161016,Preferred,22
264860004,Maternofetal metastatic,393362019,Preferred,22
264860004,Maternofoetal metastatic,3013892015,Acceptable,22
