155574008,Asthma (disorder),2724893013,Preferred,0
155574008,Asthma,242335016,Preferred,0
278517007,Asthmatic bronchitis (disorder),671684015,Preferred,1
278517007,Asthmatic bronchitis,415455017,Preferred,1
278517007,Allergic bronchitis,415458015,Acceptable,1
278517007,Asthma,415456016,Acceptable,1
278517007,Wheezy bronchitis,415457013,Acceptable,1
195967001,Asthma (disorder),580135014,Preferred,2
195967001,Asthma,301485011,Preferred,2
195967001,Airway hyperreactivity,301478012,Acceptable,2
195967001,Asthmatic,301479016,Acceptable,2
195967001,BHR - Bronchial hyperreactivity,301482014,Acceptable,2
195967001,Bronchial asthma,301480018,Acceptable,2
195967001,Bronchial hyperreactivity,301481019,Acceptable,2
195967001,Bronchial hyperresponsiveness,301483016,Acceptable,2
195967001,Bronchial hypersensitivity,301484010,Acceptable,2
195967001,Hyperreactive airway disease,2475605013,Acceptable,2
21341004,Asthma (disorder),2742397011,Preferred,3
21341004,Asthma,35840014,Preferred,3
155574008,Asthma (disorder),2724893013,Preferred,4
155574008,Asthma,242335016,Preferred,4
187687003,Asthma (disorder),288512012,Preferred,5
187687003,Asthma,2547707010,Preferred,5
195967001,Asthma (disorder),580135014,Preferred,6
195967001,Asthma,301485011,Preferred,6
195967001,Airway hyperreactivity,301478012,Acceptable,6
195967001,Asthmatic,301479016,Acceptable,6
195967001,BHR - Bronchial hyperreactivity,301482014,Acceptable,6
195967001,Bronchial asthma,301480018,Acceptable,6
195967001,Bronchial hyperreactivity,301481019,Acceptable,6
195967001,Bronchial hyperresponsiveness,301483016,Acceptable,6
195967001,Bronchial hypersensitivity,301484010,Acceptable,6
195967001,Hyperreactive airway disease,2475605013,Acceptable,6
160377001,Family history: Asthma (situation),2606919019,Preferred,7
160377001,Family history of asthma,3036434013,Preferred,7
160377001,FH: Asthma,249995012,Acceptable,7
160377001,Family history: Asthma,2666624012,Acceptable,7
155579003,Asthma: [NOS] or [attack] (disorder),2715420018,Preferred,8
155579003,Asthma: [NOS] or [attack],242352017,Preferred,8
155579003,Asthma NOS,242351012,Acceptable,8
155579003,Asthma attack,242350013,Acceptable,8
266398009,Asthma: [NOS] or [attack] (disorder),2749929011,Preferred,9
266398009,Asthma: [NOS] or [attack],396252015,Preferred,9
266398009,Asthma NOS,396251010,Acceptable,9
266398009,Asthma attack,396250011,Acceptable,9
689431000000102,Asthma NOS (disorder),1509001000000110,Preferred,10
689431000000102,Asthma NOS,1509011000000112,Preferred,10
137774002,FH: Asthma (situation),2727381015,Preferred,11
137774002,FH: Asthma,218923010,Preferred,11
367342002,FH: Asthma (situation),2735209010,Preferred,12
367342002,FH: Asthma,490928010,Preferred,12
367342002,Family history of asthma,1228692016,Acceptable,12
137774002,FH: Asthma (situation),2727381015,Preferred,13
137774002,FH: Asthma,218923010,Preferred,13
266365004,Asthma NOS (disorder),658851011,Preferred,14
266365004,Asthma NOS,396120014,Preferred,14
367342002,FH: Asthma (situation),2735209010,Preferred,15
367342002,FH: Asthma,490928010,Preferred,15
367342002,Family history of asthma,1228692016,Acceptable,15
67415000,Hay asthma (disorder),807137017,Preferred,16
67415000,Hay asthma,112042019,Preferred,16
67415000,Hay fever with asthma,112043012,Acceptable,16
195983001,(Asthma: [exercise induced] or [allergic NEC] or [NOS]) or (allergic bronchitis NEC),580153015,Preferred,17
195983001,(Asthma: [exercise induced] or [allergic NEC] or [NOS]) or (allergic bronchitis NEC),301519011,Preferred,17
195983001,Allergic asthma NEC,301520017,Acceptable,17
195983001,Allergic bronchitis NEC,301521018,Acceptable,17
195983001,Asthma NOS,301523015,Acceptable,17
195983001,Exercise induced asthma,301522013,Acceptable,17
161527007,History of asthma (situation),2986939015,Preferred,18
161527007,H/O: asthma,251716013,Preferred,18
161527007,History of asthma,2986737014,Acceptable,18
170644007,Mild asthma (procedure),552618013,Preferred,19
170644007,Mild asthma,264553015,Preferred,19
138796005,H/O: asthma (situation),2716124013,Preferred,20
138796005,H/O: asthma,220195011,Preferred,20
21341004,Asthma (disorder),2742397011,Preferred,21
21341004,Asthma,35840014,Preferred,21
56968009,Asthma caused by wood dust (disorder),3754354013,Preferred,22
56968009,Asthma caused by wood dust,3754355014,Preferred,22
56968009,Saw dust asthma,94735016,Acceptable,22
56968009,Wood asthma,94731013,Acceptable,22
56968009,Wood dust asthma,94734017,Acceptable,22
56968009,Wood dust pneumonitis,94736015,Acceptable,22
56968009,Wood pulp workers' lung,497732010,Acceptable,22
56968009,Wood-workers' asthma,94732018,Acceptable,22
56968009,Wood-workers' lung,94733011,Acceptable,22
138796005,H/O: asthma (situation),2716124013,Preferred,23
138796005,H/O: asthma,220195011,Preferred,23
406162001,Asthma management (regime/therapy),2149992016,Preferred,24
406162001,Asthma management,2157868010,Preferred,24
406162001,Asthma care,2163236010,Acceptable,24
370218001,Mild asthma (disorder),2612770011,Preferred,25
370218001,Mild asthma,1208969012,Preferred,25
195977004,Mixed asthma (disorder),580146012,Preferred,26
195977004,Mixed asthma,301509017,Preferred,26
34015007,Bakers' asthma (disorder),765489010,Preferred,27
34015007,Bakers' asthma,56808014,Preferred,27
34015007,Baker's asthma,485718011,Acceptable,27
